"province.name","year","province.code","iso.subdivisioncode","indec.prov.code","area","date.gov","date.gov2","pres.election","legis.election","senate.election","house.election","gov.name","gov.lastname","gov.firstname","gov.born","ltgov.lastname","ltgov.firstname","gov.party","gov.party.acronym","female_gov","female_ltgov","interrupted","gov.died","tenure.began","tenure.ended","tenure.expected","runner.up","winner.pct.1","runner.up.pct.1","margin.1","enp.gov.1","enp.gov.change","winner.pct.2","runner.up.pct.2","margin.2","enp.gov.2","incumbent","govelecrule","gov.minvotes","gov.altrule","gov.dsv","govelecrule_annotation","assembly.type","house.size","house.cycle","senate.size","senate.cycle","pj_Pres.votes.pct","pj.all_Pres.votes.pct","natHouse.seats","natHouse.magnitude","gdp.growth","gdp.growth_lag","gdp.growth_tenure","inflation","inflation_lag","inflation_tenure"
"RIO NEGRO",1991,116,"AR-R",62,206174.8,1991-08-11,NA,0,0,0,1,"HORACIO MASSACCESI","MASSACCESI","HORACIO",1948,"GAGLIARDI","EDGARDO","UNION CIVICA RADICAL","UCR",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"JUSTICIALISTA",46.4432705195932,26.948934268969,19.4943362506242,3.15058016529916,-0.0380118004999259,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",43,"TOTAL",-88,".",47.43007,47.43007,5,3,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"SALTA",1991,117,"AR-A",66,155702.8,1991-10-27,NA,0,1,1,1,"ROBERTO ULLOA","ULLOA","ROBERTO",1924,"GOMEZ DIEZ","RICARDO","RENOVADOR DE SALTA","PRS",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"FRENTE JUSTICIALISTA DE LA UNIDAD (FREJUN)",56.0637928912657,35.8023897161653,20.2614031751004,2.24212666682178,-0.402051176322426,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","BICAMERAL",60,"PARTIAL",23,"PARTIAL",44.01238,44.01238,7,4,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"SAN JUAN",1991,118,"AR-J",70,89601.3,1991-08-11,NA,0,1,0,1,"JORGE ESCOBAR","ESCOBAR","JORGE",1952,"ROJAS","JUAN CARLOS","FRENTE JUSTICIALISTA POPULAR","PJ",0,0,1,0,1991-12-10,1992-12-18,1995-12-10,"CRUZADA RENOVADORA",32.6618984336504,30.1298323154798,2.53206611817055,3.54372685421305,-99,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",42,"TOTAL",-88,".",46.55091,46.55091,6,3,12.66971009,-2.398959219,11.981813986193,171.6716965,2313.964663,33.1632373557641
"SAN LUIS",1991,119,"AR-D",74,77179.3,1991-08-11,NA,0,1,1,1,"ADOLFO RODRIGUEZ SAA","RODRIGUEZ SAA","ADOLFO",1947,"QUINCIO","BERNARDO","FRENTE JUSTICIALISTA POPULAR","PJ",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"UNION CIVICA RADICAL",51.7797169777828,36.9455469798419,14.8341699979409,2.44315924496009,-0.122756982981923,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",43,"PARTIAL",9,"PARTIAL",49.24237,49.24237,5,2,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"SANTA CRUZ",1991,120,"AR-Z",78,246396.4,1991-09-08,NA,0,1,0,1,"NESTOR KIRCHNER","KIRCHNER","NESTOR",1950,"ARNOLD","EDUARDO","JUSTICIALISTA","PJ",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"UNION CIVICA RADICAL",60.762552149611,36.1817625360416,24.5807896135694,1.99805434104912,-0.114150966005386,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",24,"PARTIAL",-88,".",54.7261,54.7261,5,2,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"SANTA FE",1991,121,"AR-S",82,133029.9,1991-09-08,NA,0,0,1,1,"CARLOS ALBERTO REUTEMANN","REUTEMANN","CARLOS ALBERTO",1942,"ROBLES","MIGUEL ANGEL","FRENTE JUSTICIALISTA POPULAR","PJ",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"UNION CIVICA RADICAL",46.8275495199202,40.54123845142,6.28631106850028,2.55284693664824,-0.794788233446416,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","BICAMERAL",50,"TOTAL",19,"TOTAL",51.95402,51.95402,19,10,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"SANTIAGO DEL ESTERO",1991,122,"AR-G",86,136461.2,1991-10-27,NA,0,1,0,1,"CARLOS MUJICA","MUJICA","CARLOS",1933,"LOBO","FERNANDO MARTIN","JUSTICIALISTA","PJ",0,0,1,0,1991-12-10,1993-10-27,1995-12-10,"UNION CIVICA RADICAL - MOVIMIENTO POPULAR",55.1271973820526,43.960467678545,11.1667297035076,2.01138007338492,-0.21644140696984,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",45,"PARTIAL",-88,".",27.28937,27.28937,7,4,12.66971009,-2.398959219,9.32936586342774,171.6716965,2313.964663,23.1626621918248
"TUCUMAN",1991,123,"AR-T",90,22517.7,1991-09-08,NA,0,1,0,1,"RAMON ORTEGA","ORTEGA","RAMON",1941,"DIAZ LOZANO","JULIO C.","FRENTE DE LA ESPERANZA","PJ",0,0,0,0,1991-10-29,1995-10-29,1995-10-29,"FUERZA REPUBLICANA",50.5517567365855,44.0342746664582,6.51748207012731,2.21618333494064,-1.81269212383528,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",40,"TOTAL",-88,".",41.49092,41.49092,9,5,12.66971009,-2.398959219,5.88513042546196,171.6716965,2313.964663,18.0383388491501
"TIERRA DEL FUEGO",1991,124,"AR-V",94,1262350,1991-12-01,1991-12-29,0,1,0,1,"JOSE ESTABILLO","ESTABILLO","JOSE",1949,"CASTRO","MIGUEL A.","MOVIMIENTO POPULAR FUEGUINO","MOPOFU",0,0,0,0,1992-01-10,1996-01-10,1996-01-10,"FRENTE JUSTICIALISTA PARA LA VICTORIA ",45.4143040058533,43.5558807389793,1.85842326687397,2.49412636159175,-99,50.5939017919099,49.4060982080901,1.18780358381975,1.99971786433513,0,"ABSOLUTE MAJORITY",50,0,0,".","UNICAMERAL",15,"TOTAL",-88,".",42.68212,42.68212,5,3,12.66971009,-2.398959219,5.17013244921096,171.6716965,2313.964663,10.6136936339171
"CORRIENTES",1993,105,"AR-W",18,87810.5,1993-10-03,NA,0,1,1,1,"RAUL ROMERO FERIS","ROMERO FERIS","RAUL",1946,"CHIAPPE","LAZARO","PACTO AUTONOMISTA LIBERAL - DEMOCRATA PROGRESISTA - DEMOCRATA CRISTIANO","PAL",0,0,0,0,1993-12-10,1997-12-09,1997-12-10,"FRENTE PARA LA VICTORIA",47.7322596828711,37.6171243532506,10.1151353296205,2.61042717127292,-0.323839692650317,NA,NA,NA,NA,0,"ABSOLUTE MAJORITY",50,0,0,".","BICAMERAL",26,"PARTIAL",13,"THIRDS",42.04074,42.04074,7,3,5.906919492,11.94077473,4.12001155062689,10.6114941,24.8999486,2.20645205635734
"BUENOS AIRES",1995,102,"AR-B",6,307581.7,1995-05-14,NA,1,1,1,1,"EDUARDO DUHALDE","DUHALDE","EDUARDO",1941,"ROMA","RAFAEL EDGARDO","FRENTE JUSTICIALISTA FEDERAL","PJ",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"FRENTE DEL PAIS SOLIDARIO",56.6887224961104,20.9587275687758,35.7299949273346,2.52575728373771,-0.954690605094204,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",92,"PARTIAL",46,"PARTIAL",51.81177,51.81177,70,35,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"CATAMARCA",1995,103,"AR-K",10,102098.9,1995-05-14,NA,1,1,1,1,"ARNOLDO CASTILLO","CASTILLO","ARNOLDO",1922,"HERNANDEZ","SIMON","FRENTE CIVICO Y SOCIAL","FCyS",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"JUSTICIALISTA",53.0284064971211,43.9395055001694,9.08890099695171,2.10772385822311,-0.409101459349282,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",41,"PARTIAL",16,"PARTIAL",52.29323,52.29323,5,2,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"CORDOBA",1995,104,"AR-X",14,165330,1995-05-14,NA,1,1,1,1,"RAMON MESTRE","MESTRE","RAMON",1937,"MOLINARI","ROMERO LUIS","UNION CIVICA RADICAL","UCR",0,0,0,0,1995-07-12,1999-07-12,1999-07-12,"JUSTICIALISTA",47.1880827462054,40.047869494257,7.14021325194837,2.58336405433536,0.359886327558293,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",66,"TOTAL",67,"PARTIAL",43.78261,48.15062,18,9,-2.845209611,5.836200704,3.59404066777656,3.37611685,4.177347244,0.645544377028787
"CHACO",1995,106,"AR-H",22,99560.1,1995-09-10,1995-10-08,0,0,0,1,"ANGEL ROZAS","ROZAS","ANGEL",1950,"PIBERNUS","MIGUEL","UNION CIVICA RADICAL - FREPASO","UCR",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"JUSTICIALISTA - UCEDE - NACIONALISTA CONSTITUCIONAL",35.3893259083298,43.822043303867,-8.43271739553721,2.79074479709223,-0.274053444531911,50.8439885023293,49.1560114976707,1.68797700465854,1.99943030904648,0,"QUALIFIED PLURALITY",45,1,0,"winner in 1st round: if candidate (a) came first w/more than 45% of valid votes or (b) 40% + at least 10% more than nearest competitor. (CP1994, Art133)","UNICAMERAL",32,"PARTIAL",-88,".",42.21388,56.82376,7,3,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"CHUBUT",1995,107,"AR-U",26,221388.7,1995-05-14,NA,1,1,0,1,"CARLOS MAESTRO","MAESTRO","CARLOS",1945,"AUBIA","JORGE","UNION CIVICA RADICAL","UCR",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"JUSTICIALISTA",58.0084541062802,32.5567632850242,25.451690821256,2.24746803737058,-0.0383900958834089,NA,NA,NA,NA,1,"PLURALITY",NA,NA,1,".","UNICAMERAL",27,"TOTAL",-88,".",48.08947,57.14971,5,3,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"ENTRE RIOS",1995,108,"AR-E",30,78787.2,1995-05-14,NA,1,1,1,1,"JORGE BUSTI","BUSTI","JORGE",1947,"ALANIS","HECTOR","FRENTE JUSTICIALISTA ENTRERRIANO","PJ",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"UNION CIVICA RADICAL - ALIANZA DEL PUEBLO",47.4560787189123,45.3659582214071,2.09012049750516,2.30495287969706,0.0734754286594272,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",28,"TOTAL",16,"TOTAL",46.15274,46.15274,9,4,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"FORMOSA",1995,109,"AR-P",34,71639.5,1995-10-01,NA,0,0,0,1,"GILDO INSFRAN","INSFRAN","GILDO",1951,"BOGADO","FLORO","JUSTICIALISTA","PJ",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"UNION CIVICA RADICAL",59.3378631391221,40.2860111226548,19.0518520164673,1.94400650280815,-0.95015832414127,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",30,"PARTIAL",-88,".",49.41899,49.41899,5,3,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"JUJUY",1995,110,"AR-Y",38,53037.3,1995-10-01,NA,0,0,0,1,"GUILLERMO SNOPEK","SNOPEK","GUILLERMO",1947,"FERRARO","CARLOS","FRENTE JUSTICIALISTA POPULAR","PJ",0,0,1,1,1995-12-10,1996-02-23,1999-12-10,"FRENTE CIVICO",54.8195683912552,34.351718407451,20.4678499838041,2.32939243063634,-0.817726277373729,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",48,"PARTIAL",-88,".",31.09118,46.80901,6,3,-2.845209611,5.836200704,3.15088052702703,3.37611685,4.177347244,1.06959914328378
"LA PAMPA",1995,111,"AR-L",42,145133.2,1995-05-14,NA,1,1,0,1,"RUBEN MARIN","MARIN","RUBEN HUGO",1934,"BALADRON","MANUEL","JUSTICIALISTA","PJ",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"UNION CIVICA RADICAL",54.2634765800018,22.3510887514882,31.9123878285136,2.75017792464074,-0.114070288383644,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",26,"TOTAL",-88,".",50.39172,50.39172,5,2,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"LA RIOJA",1995,112,"AR-F",46,90303,1995-05-14,NA,1,1,0,1,"ANGEL MAZA","MAZA","ANGEL",1954,"ASIS","MIGUEL","JUSTICIALISTA","PJ",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"UNION CIVICA RADICAL - FRESOL",82.0122577552558,16.1114154625762,65.9008422926796,1.43110774093856,-0.0957294173700296,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",-99,"PARTIAL",-88,".",76.10233,76.10233,5,3,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"MENDOZA",1995,113,"AR-M",50,148651.9,1995-05-14,NA,1,1,1,1,"ARTURO LAFALLA","LAFALLA","ARTURO",1944,"LOPEZ","JORGE","JUSTICIALISTA","PJ",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"UNION CIVICA RADICAL",42.9970536739152,20.4595104972785,22.5375431766367,3.49698214600449,1.18824868231193,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",48,"PARTIAL",38,"PARTIAL",49.88015,51.69183,10,5,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"MISIONES",1995,114,"AR-N",54,29758.7,1995-05-14,NA,1,1,0,1,"RAMON PUERTA","PUERTA","RAMON",1951,"INSFRAN","JULIO","FRENTE JUSTICIALISTA POPULAR","PJ",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"UNION CIVICA RADICAL",49.0729486268973,46.2981105275421,2.7748380993552,2.19192965192387,0.0525322152307344,NA,NA,NA,NA,1,"PLURALITY",NA,NA,1,".","UNICAMERAL",40,"PARTIAL",-88,".",50.30505,50.30505,7,4,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"NEUQUEN",1995,115,"AR-Q",58,93396.4,1995-05-14,NA,1,1,0,1,"FELIPE SAPAG","SAPAG","FELIPE",1917,"CORRADI","RICARDO","MOVIMIENTO POPULAR NEUQUINO","MPN",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"JUSTICIALISTA",61.1564775987641,14.3903253371362,46.7661522616279,2.4021924659771,-0.225535154717773,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",35,"TOTAL",-88,".",37.97428,53.62556,5,2,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"RIO NEGRO",1995,116,"AR-R",62,206174.8,1995-05-14,NA,1,1,0,1,"PABLO VERANI","VERANI","PABLO",1938,"MEDIOROZ","BAUTISTA","UNION CIVICA RADICAL- ALIANZA PARA LA PATAGONIA","UCR",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"FRENTE PARA EL CAMBIO",44.8795097832369,44.5933053855962,0.286204397640645,2.44464985885751,-0.705930306441655,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",43,"TOTAL",-88,".",44.00873,44.00873,5,3,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"SALTA",1995,117,"AR-A",66,155702.8,1995-10-01,NA,0,0,1,1,"JUAN CARLOS ROMERO","ROMERO","JUAN CARLOS",1950,"WAYAR","WALTER","FRENTE JUSTICIALISTA","PJ",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"RENOVADOR DE SALTA",47.4099206728472,42.4540975076194,4.95582316522773,2.42190201140813,0.179775344586344,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","BICAMERAL",60,"PARTIAL",23,"PARTIAL",33.10087,53.58275,7,4,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"SAN JUAN",1995,118,"AR-J",70,89601.3,1995-05-14,NA,1,1,0,1,"JORGE ESCOBAR","ESCOBAR","JORGE",1952,"CERDERA","ROGELIO","FRENTE JUSTICIALISTA POPULAR","PJ",0,0,0,0,1995-12-10,1999-12-09,1999-12-10,"ALIANZA FEDERAL",47.9565899929025,28.6769667537244,19.2796232391781,2.73236915498154,-0.81135769923151,NA,NA,NA,NA,1,"PLURALITY",NA,NA,1,".","UNICAMERAL",45,"TOTAL",-88,".",47.5682,59.19473,6,3,-2.845209611,5.836200704,3.54287615184979,3.37611685,4.177347244,0.176283457637174
"SAN LUIS",1995,119,"AR-D",74,77179.3,1995-05-14,NA,1,1,1,1,"ADOLFO RODRIGUEZ SAA","RODRIGUEZ SAA","ADOLFO",1947,"MERLO","MARIO","JUSTICIALISTA","PJ",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"UNION CIVICA RADICAL",71.6155593964228,17.0042530052628,54.61130639116,1.80861959762369,-0.634539647336401,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",43,"PARTIAL",9,"PARTIAL",55.33186,55.33186,5,2,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"SANTA CRUZ",1995,120,"AR-Z",78,246396.4,1995-05-14,NA,1,1,0,1,"NESTOR KIRCHNER","KIRCHNER","NESTOR",1950,"ARNOLD","EDUARDO","JUSTICIALISTA","PJ",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"ENCUENTRO SANTACRUCEÑO",66.3665374971507,32.2914292227034,34.0751082744472,1.8354790925319,-0.162575248517222,NA,NA,NA,NA,1,"PLURALITY",NA,NA,1,".","UNICAMERAL",24,"PARTIAL",-88,".",58.07675,58.07675,5,2,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"SANTA FE",1995,121,"AR-S",82,133029.9,1995-09-03,NA,0,0,1,1,"JORGE OBEID","OBEID","JORGE",1947,"VENESIA","GUALBERTO","JUSTICIALISTA","PJ",0,0,0,0,1995-12-10,1999-12-10,1999-12-10,"ALIANZA SANTAFESINA",50.743548320285,47.344733289806,3.39881503047901,2.07566574299433,-0.477181193653914,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","BICAMERAL",50,"TOTAL",19,"TOTAL",37.18751,46.93945,19,10,-2.845209611,5.836200704,3.53812746563125,3.37611685,4.177347244,0.175362841511309
"SANTIAGO DEL ESTERO",1995,122,"AR-G",86,136461.2,1995-05-14,NA,1,1,0,1,"CARLOS JUAREZ","JUAREZ","CARLOS",1917,"PEÑA","LUIS MARIA","FRENTE JUSTICIALISTA","PJ",0,0,0,0,1995-07-06,1999-12-10,1999-12-10,"UNION CIVICA RADICAL",65.5587102201574,20.4259753171394,45.132734903018,2.0589019238203,0.0475218504353792,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",45,"PARTIAL",-88,".",64.09568,64.09568,7,4,-2.845209611,5.836200704,2.91796414816151,3.37611685,4.177347244,0.486327185157797
"TUCUMAN",1995,123,"AR-T",90,22517.7,1995-07-02,NA,0,0,0,1,"ANTONIO DOMINGO BUSSI","BUSSI","ANTONIO DOMINGO",1926,"TOPA","RAUL","FUERZA REPUBLICANA","FR",0,0,0,0,1995-10-29,1999-10-29,1999-10-29,"FRENTE DE LA ESPERANZA",47.1973030918529,32.0770917964342,15.1202112954186,2.75739300492817,0.541209669987527,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",40,"TOTAL",-88,".",37.42092,45.58515,9,5,-2.845209611,5.836200704,3.553679482122,3.37611685,4.177347244,0.306141811655243
"TIERRA DEL FUEGO",1995,124,"AR-V",94,1262350,1995-09-24,NA,0,0,0,1,"JOSE ESTABILLO","ESTABILLO","JOSE",1949,"CASTRO","MIGUEL A.","MOVIMIENTO POPULAR FUEGUINO","MOPOFU",0,0,0,0,1996-01-10,2000-01-10,2000-01-10,"JUSTICIALISTA",57.9879496074493,35.5956076058322,22.3923420016172,2.14803629541001,-0.346090066181734,NA,NA,NA,NA,1,"ABSOLUTE MAJORITY",50,0,0,".","UNICAMERAL",15,"TOTAL",-88,".",61.18507,61.18507,5,3,-2.845209611,5.836200704,3.48668227424041,3.37611685,4.177347244,0.102369529971233
"CAPITAL FEDERAL",1996,101,"AR-C",2,200.2,1996-06-30,NA,0,0,0,0,"FERNANDO DE LA RUA","DE LA RUA","FERNANDO",1937,"OLIVERA","ENRIQUE","UNION CIVICA RADICAL","UCR",0,0,5,0,1996-08-06,1999-12-09,2000-08-06,"FRENTE DEL PAIS SOLIDARIO",39.8881827284198,26.503097239938,13.3850854884818,3.55525080761983,-99,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",60,"TOTAL",-88,".",25.67061,41.70987,25,NA,5.526689827,-2.845209611,3.29814967099426,0.155695901,3.37611685,0.124840952392945
"CORRIENTES",1997,105,"AR-W",18,87810.5,1997-10-05,1997-10-26,0,0,1,1,"PEDRO BRAILLARD POCCARD","BRAILLARD POCCARD","PEDRO",1954,"MAIDANA","VICTOR HUGO","FRENTE PARTIDO NUEVO","PANU",0,0,1,0,1997-12-10,1999-06-19,2001-12-10,"PAL-PDP-UCEDE",48.4926393480868,19.6683877261984,28.8242516218885,3.08003440774823,0.469607236475312,70.3354944223808,29.6645055776192,40.6709888447616,1.71612991648545,0,"ABSOLUTE MAJORITY",50,0,0,".","BICAMERAL",26,"PARTIAL",13,"THIRDS",43.05597,46.61374,7,3,8.111046771,5.526689827,1.80811715899459,0.527258257,0.155695901,0.26989171067027
"CORDOBA",1998,104,"AR-X",14,165330,1998-12-20,NA,0,0,0,0,"JOSE MANUEL DE LA SOTA","DE LA SOTA","JOSE MANUEL",1949,"KAMMERATH","GERMAN L.","UNION POR CORDOBA","PJ",0,0,0,0,1999-07-12,2003-12-10,2003-12-10,"UNION CIVICA RADICAL",49.5813864022712,40.4725593571974,9.10882704507387,2.421784157084,-0.161579897251358,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",66,"TOTAL",67,"PARTIAL",43.78261,48.15062,18,NA,3.850178852,8.111046771,-2.12726191180373,0.920336467,0.527258257,8.14984668470808
"BUENOS AIRES",1999,102,"AR-B",6,307581.7,1999-10-24,NA,1,1,1,1,"CARLOS RUCKAUF","RUCKAUF","CARLOS",1944,"SOLA","FELIPE","JUSTICIALISTA - ACCION POR LA REPUBLICA - UNION DEL CENTRO DEMOCRATICO","PJ",0,0,1,0,1999-12-10,2002-01-03,2003-12-10,"ALIANZA PARA EL TRABAJO, LA JUSTICIA Y LA EDUCACION",48.3360437674141,41.360225661236,6.97581810617816,2.43346610224999,-0.092291181487719,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",92,"PARTIAL",46,"PARTIAL",37.62421,42.80984,70,35,-3.385457041,3.850178852,-2.64288800073174,-1.16689547,0.920336467,-0.934538718366534
"CATAMARCA",1999,103,"AR-K",10,102098.9,1999-03-21,NA,0,0,1,1,"OSCAR CASTILLO","CASTILLO","OSCAR",1954,"COLOMBO","MIGUEL","ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION - FTE. CIVICO Y SOCIAL","FCyS",0,0,0,0,1999-12-10,2003-12-10,2003-12-10,"FRENTE UNIDOS POR CATAMARCA",52.5992691226327,44.7174926251832,7.88177649744947,2.09644762076509,-0.0112762374580209,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",41,"PARTIAL",16,"PARTIAL",44.23312,44.23312,5,2,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
"CHACO",1999,106,"AR-H",22,99560.1,1999-09-12,NA,0,0,0,1,"ANGEL ROZAS","ROZAS","ANGEL",1950,"PIBERNUS","MIGUEL","FRENTE DE TODOS","ALIANZA",0,0,0,0,1999-12-10,2003-12-10,2003-12-10,"UNION PARA EL NUEVO CHACO - NAC. CONSTITUCIONAL - ACCION CHAQUEÑA",63.3041167734655,35.907666683337,27.3964500901285,1.88775162152885,-0.902993175563377,NA,NA,NA,NA,1,"QUALIFIED PLURALITY",45,1,0,"winner in 1st round: if candidate (a) came first w/more than 45% of valid votes or (b) 40% + at least 10% more than nearest competitor. (CP1994, Art133)","UNICAMERAL",32,"PARTIAL",-88,".",33.42131,38.41522,7,3,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
"CHUBUT",1999,107,"AR-U",26,221388.7,1999-10-24,NA,1,1,0,1,"JOSE LUIS LIZURUME","LIZURUME","JOSE LUIS",1941,"GIL","MARIO","ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION","ALIANZA",0,0,0,0,1999-12-10,2003-12-10,2003-12-10,"JUSTICIALISTA",51.9861272191989,37.7988669818896,14.1872602373093,2.37944947512171,0.131981437751128,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",27,"TOTAL",-88,".",30.37429,30.37429,5,3,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
"ENTRE RIOS",1999,108,"AR-E",30,78787.2,1999-10-24,NA,1,1,1,1,"SERGIO MONTIEL","MONTIEL","SERGIO",1927,"PAULETTI","EDELMIRO","ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION","ALIANZA",0,0,0,0,1999-12-10,2003-12-10,2003-12-10,"TODO POR ENTRE RIOS",49.1059311949235,47.4946371633155,1.61129403160803,2.1396127155112,-0.165340164185854,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",28,"TOTAL",17,"TOTAL",40.85772,40.85772,9,4,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
"FORMOSA",1999,109,"AR-P",34,71639.5,1999-09-26,NA,0,0,0,1,"GILDO INSFRAN","INSFRAN","GILDO",1951,"BOGADO","FLORO","JUSTICIALISTA","PJ",0,0,0,0,1999-12-10,2003-12-10,2003-12-10,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",73.7146406961558,26.0579053693803,47.6567353267755,1.63588090918994,-0.308125593618219,NA,NA,NA,NA,1,"PLURALITY",NA,NA,1,".","UNICAMERAL",30,"PARTIAL",-88,".",48.84533,48.84533,5,3,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
"JUJUY",1999,110,"AR-Y",38,53037.3,1999-10-24,NA,1,1,0,1,"EDUARDO FELLNER","FELLNER","EDUARDO",1954,"DAZA","HECTOR","FRENTE JUSTICIALISTA POPULAR","PJ",0,0,0,0,1999-12-10,2003-12-10,2003-12-10,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",50.5741102854908,49.4258897145092,1.14822057098163,1.99973635266362,-0.329656077972719,NA,NA,NA,NA,1,"PLURALITY",NA,NA,1,".","UNICAMERAL",48,"PARTIAL",-88,".",44.25713,44.25713,6,3,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
