"province.name","year","province.code","iso.subdivisioncode","indec.prov.code","area","date.gov","date.gov2","pres.election","legis.election","senate.election","house.election","gov.name","gov.lastname","gov.firstname","gov.born","ltgov.lastname","ltgov.firstname","gov.party","gov.party.acronym","female_gov","female_ltgov","interrupted","gov.died","tenure.began","tenure.ended","tenure.expected","runner.up","winner.pct.1","runner.up.pct.1","margin.1","enp.gov.1","enp.gov.change","winner.pct.2","runner.up.pct.2","margin.2","enp.gov.2","incumbent","govelecrule","gov.minvotes","gov.altrule","gov.dsv","govelecrule_annotation","assembly.type","house.size","house.cycle","senate.size","senate.cycle","pj_Pres.votes.pct","pj.all_Pres.votes.pct","natHouse.seats","natHouse.magnitude","gdp.growth","gdp.growth_lag","gdp.growth_tenure","inflation","inflation_lag","inflation_tenure"
"BUENOS AIRES",2007,102,"AR-B",6,307581.7,2007-10-28,NA,1,1,1,1,"DANIEL SCIOLI","SCIOLI","DANIEL",1957,"BALESTRINI","ALBERTO E.","FRENTE PARA LA VICTORIA","FPV",0,0,0,0,2007-12-10,2011-12-10,2011-12-10,"COALICION CIVICA",48.2405212406895,16.5526605041148,31.6878607365748,3.47419471475604,-0.77210875616893,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",92,"PARTIAL",46,"PARTIAL",45.91175,45.91175,70,35,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"CATAMARCA",2007,103,"AR-K",10,102098.9,2007-03-11,NA,0,0,1,1,"EDUARDO BRIZUELA DEL MORAL","BRIZUELA DEL MORAL","EDUARDO",1944,"CORPACCI","LUCIA","FRENTE CIVICO Y SOCIAL - FRENTE PARA LA VICTORIA","FCyS",0,1,0,0,2007-12-10,2011-12-10,2011-12-10,"FRENTE JUSTICIALISTA POR LA DIGNIDAD",59.3596438331559,37.6156323372808,21.7440114958751,2.02371885178366,-0.165629034209817,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",41,"PARTIAL",16,"PARTIAL",53.24591,53.24591,5,2,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"CORDOBA",2007,104,"AR-X",14,165330,2007-09-02,NA,0,0,0,1,"JUAN SCHIARETTI","SCHIARETTI","JUAN",1949,"CAMPANA","HECTOR OSCAR","JUSTICIALISTA","PJ",0,0,0,0,2007-12-10,2011-12-10,2011-12-10,"FRENTE CIVICO",37.1737580647835,36.0429348096399,1.13082325514367,3.14695099270457,0.706491997220521,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",70,"TOTAL",-88,".",23.84465,23.84465,18,9,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"CHACO",2007,106,"AR-H",22,99560.1,2007-09-16,NA,0,0,0,1,"JORGE CAPITANICH","CAPITANICH","JORGE",1964,"BACILEFF IVANOFF","JUAN CARLOS","JUSTICIALISTA","PJ",0,0,0,0,2007-12-10,2011-12-10,2011-12-10,"FRENTE DE TODOS",46.8378054860908,46.6096548834123,0.22815060267844,2.28148439529484,0.0754026924302771,NA,NA,NA,NA,0,"QUALIFIED PLURALITY",45,1,0,"winner in 1st round: if candidate (a) came first w/more than 45% of valid votes or (b) 40% + at least 10% more than nearest competitor. (CP1994, Art133)","UNICAMERAL",32,"PARTIAL",-88,".",49.52493,49.52493,7,3,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"CHUBUT",2007,107,"AR-U",26,221388.7,2007-09-16,NA,0,0,0,1,"MARIO DAS NEVES","DAS NEVES","MARIO",1951,"VARGAS","MARIO","JUSTICIALISTA - PROYECCION VECINALISTA DE CHUBUT","PJ",0,0,0,0,2007-12-10,2011-12-10,2011-12-10,"UNION CIVICA RADICAL",76.7199396703676,13.4474205447838,63.2725191255838,1.63525678405822,-0.969200834930588,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",27,"TOTAL",-88,".",66.28936,66.28936,5,3,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"ENTRE RIOS",2007,108,"AR-E",30,78787.2,2007-03-18,NA,0,0,1,1,"SERGIO URRIBARRI","URRIBARRI","SERGIO",1958,"LAURITTO","JOSE","FRENTE JUSTICIALISTA PARA LA VICTORIA","FPV",0,0,0,0,2007-12-10,2011-12-10,2011-12-10,"UNION CIVICA RADICAL",47.0042676433444,19.8934765566999,27.1107910866445,3.28591935163122,0.429701276162344,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",28,"TOTAL",17,"TOTAL",45.52167,45.52167,9,4,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"FORMOSA",2007,109,"AR-P",34,71639.5,2007-10-28,NA,1,1,0,1,"GILDO INSFRAN","INSFRAN","GILDO",1951,"BOGADO","FLORO","JUSTICIALISTA","PJ",0,0,0,0,2007-12-10,2011-12-10,2011-12-10,"CONFEDERACION POLITICA Y SOCIAL",76.0213597097603,19.1504365657447,56.8709231440157,1.6228016670001,-0.104464149642716,NA,NA,NA,NA,1,"PLURALITY",NA,NA,1,".","UNICAMERAL",30,"PARTIAL",-88,".",74.13686,74.13686,5,3,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"JUJUY",2007,110,"AR-Y",38,53037.3,2007-10-28,NA,1,1,0,1,"WALTER BARRIONUEVO","BARRIONUEVO","WALTER",1954,"SEGURA LOPEZ","PEDRO ANTONIO","FRENTE PARA LA VICTORIA","FPV",0,0,0,0,2007-12-10,2011-12-10,2011-12-10,"PRIMERO JUJUY",35.965802166969,29.9649649460898,6.00083722087924,3.71443788923523,1.42524562075786,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",48,"PARTIAL",-88,".",61.9569,61.9569,6,3,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"LA PAMPA",2007,111,"AR-L",42,145133.2,2007-10-28,NA,1,1,0,1,"OSCAR MARIO JORGE","JORGE","OSCAR MARIO",1936,"CAMPO","LUIS ALBERTO","JUSTICIALISTA","PJ",0,0,0,0,2007-12-10,2011-12-10,2011-12-10,"FRENTE PAMPEANO CIVICO Y SOCIAL",53.4594802353428,36.5822073736806,16.8772728616622,2.36783867688875,-0.523432125323157,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",26,"TOTAL",-88,".",48.08439,48.08439,5,2,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"LA RIOJA",2007,112,"AR-F",46,90303,2007-08-19,NA,0,0,0,0,"LUIS BEDER HERRERA","BEDER HERRERA","LUIS",1941,"LUNA","MIRTHA MARIA TERESITA","FRENTE DEL PUEBLO RIOJANO","PJ",0,1,0,0,2007-12-10,2011-12-10,2011-12-10,"FRENTE PARA LA VICTORIA",42.5548655045434,27.8354969979556,14.7193685065877,3.2175090530915,1.19995896361098,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",-99,"PARTIAL",-88,".",48.79119,48.79119,5,3,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"MENDOZA",2007,113,"AR-M",50,148651.9,2007-10-28,NA,1,1,1,1,"CELSO JAQUE","JAQUE","CELSO",1960,"RACCONTO","CRISTIAN ALEJANDRO","JUSTICIALISTA","PJ",0,0,0,0,2007-12-10,2011-12-10,2011-12-10,"CONCERTACION PLURAL",37.8715104939889,30.0065981622178,7.86491233177112,3.85669006304201,0.783864140485665,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",48,"PARTIAL",38,"PARTIAL",60.94209,60.94209,10,5,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"MISIONES",2007,114,"AR-N",54,29758.7,2007-10-28,NA,1,1,0,1,"MAURICE CLOSS","CLOSS","MAURICE",1971,"GIMENEZ","SANDRA DANIELA","FRENTE RENOVADOR","FRC",0,1,0,0,2007-12-10,2011-12-10,2011-12-10,"FRENTE PARA LA VICTORIA",38.4009001421632,28.6075869766857,9.79331316547748,3.80920253490509,1.02389194701665,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",40,"PARTIAL",-88,".",69.28473,69.28473,7,4,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"NEUQUEN",2007,115,"AR-Q",58,93396.4,2007-06-03,NA,0,0,0,1,"JORGE SAPAG","SAPAG","JORGE",1951,"PECHEN","ANA","MOVIMIENTO POPULAR NEUQUINO","MPN",0,1,0,0,2007-12-10,2011-12-10,2011-12-10,"CONCERTACION NEUQUINA PARA LA VICTORIA",48.2748751868223,35.0001589976786,13.2747161891436,2.73861582270349,-0.00792777717411663,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",35,"TOTAL",-88,".",37.19356,37.19356,5,2,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"RIO NEGRO",2007,116,"AR-R",62,206174.8,2007-05-20,NA,0,0,0,1,"MIGUEL SAIZ","SAIZ","MIGUEL",1949,"MENDIOROZ","BAUTISTA","ALIANZA CONCERTACION PARA EL DESARROLLO - PROVINCIAL RIONEGRINO","UCR",0,0,0,0,2007-12-10,2011-12-10,2011-12-10,"FRENTE PARA LA VICTORIA",47.2884919138322,40.8307599242727,6.45773198955949,2.53458618277311,-1.44407568994373,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",43,"TOTAL",-88,".",56.85392,56.85392,5,3,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"SALTA",2007,117,"AR-A",66,155702.8,2007-10-28,NA,1,1,1,1,"JUAN MANUEL URTUBEY","URTUBEY","JUAN MANUEL",1969,"COSTAS ZOTTOS","MIGUEL ANDRES","FRENTE PARA LA VICTORIA - RENOVADOR DE SALTA","FPV",0,0,0,0,2007-12-10,2011-12-10,2011-12-10,"FRENTE JUSTICIALISTA PARA LA VICTORIA",46.3409000600927,45.2688220452281,1.07207801486464,2.37422398188197,-0.560402652447746,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",60,"PARTIAL",23,"PARTIAL",75.77015,75.77015,7,4,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"SAN JUAN",2007,118,"AR-J",70,89601.3,2007-08-12,NA,0,0,0,1,"JOSE LUIS GIOJA","GIOJA","JOSE LUIS",1949,"LIMA","MARCELO","FRENTE PARA LA VICTORIA - BLOQUISTA","FPV",0,0,0,0,2007-12-10,2011-12-10,2011-12-10,"FRENTE PARA EL CAMBIO",61.1572266420042,24.5422187775784,36.6150078644258,2.28410241877563,-0.991626899311231,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",34,"TOTAL",-88,".",58.24134,58.24134,6,3,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"SAN LUIS",2007,119,"AR-D",74,77179.3,2007-08-19,NA,0,0,1,1,"ALBERTO RODRIGUEZ SAA","RODRIGUEZ SAA","ALBERTO",1949,"PELLEGRINI","JORGE","FRENTE PARTIDO JUSTICIALISTA","PJ",0,0,0,0,2007-12-10,2011-12-10,2011-12-10,"SOCIALISTA POPULAR",86.2576860737348,9.76935346934575,76.4883326043891,1.32422038608363,0.0983229303573976,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",43,"PARTIAL",9,"PARTIAL",11.61459,11.61459,5,2,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"SANTA CRUZ",2007,120,"AR-Z",78,246396.4,2007-10-28,NA,1,1,0,1,"DANIEL PERALTA","PERALTA","DANIEL",1955,"FROSTMAN","SELVA JUDITH","FRENTE PARA LA VICTORIA SANTACRUCEÑA","FPV",0,1,0,0,2007-12-10,2011-12-10,2011-12-10,"ALIANZA FRENTE CAMBIEMOS PARA CRECER",58.122866894198,38.8290889997375,19.2937778944605,2.04514434001626,0.32458100503328,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",24,"TOTAL",-88,".",68.46689,68.46689,5,2,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"SANTA FE",2007,121,"AR-S",82,133029.9,2007-09-02,NA,0,0,1,1,"HERMES BINNER","BINNER","HERMES",1943,"TESSIO","GRISELDA","FRENTE PROGRESISTA, CIVICO Y SOCIAL","PS",0,1,0,0,2007-12-10,2011-12-10,2011-12-10,"FRENTE PARA LA VICTORIA",52.6711353132338,41.9284106735748,10.742724639659,2.20327636790957,0.0497592037074286,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",50,"TOTAL",19,"TOTAL",35.49931,35.49931,19,10,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
"TUCUMAN",2007,123,"AR-T",90,22517.7,2007-08-26,NA,0,0,0,1,"JOSE ALPEROVICH","ALPEROVICH","JOSE",1955,"MANZUR","JUAN LUIS","FRENTE PARA LA VICTORIA","FPV",0,0,0,0,2007-10-29,2011-10-29,2011-10-29,"FUERZA REPUBLICANA",78.1637211582041,5.28449463283133,72.8792265253728,1.61900739841734,-1.59144668244099,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",49,"TOTAL",-88,".",62.68025,62.68025,9,5,9.007650875,8.0471515,3.69504470388828,8.831412989,10.90112453,8.75028811753735
"TIERRA DEL FUEGO",2007,124,"AR-V",94,1262350,2007-06-17,2007-06-24,0,0,0,1,"FABIANA RIOS","RIOS","FABIANA",1964,"BASSANETTI","CARLOS","AFIRMACION PARA UNA REPUBLICA IGUALITARIA","ARI",1,0,0,0,2007-12-17,2011-12-17,2011-12-17,"FRENTE PARA LA VICTORIA",32.7138105350196,37.041700336384,-4.32788980136433,2.97884121384186,-1.33402496404101,52.4387614640861,47.5612385359139,4.87752292817221,1.99525324665238,1,"ABSOLUTE MAJORITY",50,0,0,".","UNICAMERAL",15,"TOTAL",-88,".",54.61206,54.61206,5,3,9.007650875,8.0471515,3.59416652711104,8.831412989,10.90112453,8.77158996196093
"SANTIAGO DEL ESTERO",2008,122,"AR-G",86,136461.2,2008-11-30,NA,0,0,0,1,"GERARDO ZAMORA","ZAMORA","GERARDO",1964,"NICCOLAI","ANGEL HUGO","FRENTE CIVICO POR SANTIAGO","FCS",0,0,0,0,2009-03-23,2013-12-10,2013-12-10,"FUERZA DE UNIDAD POPULAR",85.2959358829123,4.89978566968026,80.396150213232,1.36756114268715,-1.23463590901008,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",40,"TOTAL",-88,".",79.48344,79.48344,7,NA,4.057233103,9.007650875,2.70926943115049,8.584013752,8.831412989,9.57074539116793
"CORRIENTES",2009,105,"AR-W",18,87810.5,2009-09-13,2009-10-04,0,0,1,1,"RICARDO COLOMBI","COLOMBI","RICARDO",1957,"BRAILLARD POCCARD","PEDRO","ENCUENTRO POR CORRIENTES","UCR",0,0,0,0,2009-12-10,2013-12-10,2013-12-10,"FRENTE DE TODOS",36.3115916886631,31.6714904980039,4.64010119065919,3.06079580565914,0.957524075785539,62.4076993693622,37.5923006306378,24.8153987387244,1.88398353742831,1,"QUALIFIED PLURALITY",45,1,0,"winner in 1st round: if candidate (a) came first w/more than 45% of valid votes or (b) 40% + at least 10% more than nearest competitor. (CP2007, Art156)","BICAMERAL",26,"PARTIAL",13,"THIRDS",54.1316,54.1316,7,3,-5.918525076,4.057233103,4.25860607328444,6.282774315,8.584013752,10.1611829661892
"CAPITAL FEDERAL",2011,101,"AR-C",2,200.2,2011-07-10,2011-07-31,0,0,0,1,"MAURICIO MACRI","MACRI","MAURICIO",1959,"VIDAL","MARIA EUGENIA","PROPUESTA REPUBLICANA","PRO",0,1,0,0,2011-12-10,2015-12-10,2015-12-10,"FRENTE PARA LA VICTORIA",47.0686990518274,27.8684429501429,19.2002561016845,3.14451926214051,-0.0768218437271813,64.2722876013475,35.7277123986525,28.5445752026949,1.84931883752805,1,"ABSOLUTE MAJORITY",50,0,0,".","UNICAMERAL",60,"PARTIAL",-88,".",35.11087,35.11087,25,12,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"BUENOS AIRES",2011,102,"AR-B",6,307581.7,2011-10-23,NA,1,1,1,1,"DANIEL SCIOLI","SCIOLI","DANIEL",1957,"MARIOTTO","JUAN GABRIEL","FRENTE PARA LA VICTORIA","FPV",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"UNION PARA EL DESARROLLO SOCIAL",55.1779793490455,15.8475212305394,39.330458118506,2.83998225949378,-0.634212455262257,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",92,"PARTIAL",46,"PARTIAL",56.42643,56.42643,70,35,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"CATAMARCA",2011,103,"AR-K",10,102098.9,2011-03-13,NA,0,0,1,1,"LUCIA CORPACCI","CORPACCI","LUCIA",1959,"MERA","DALMACIO","FRENTE PARA LA VICTORIA","FPV",1,0,0,0,2011-12-10,2015-12-10,2015-12-10,"FRENTE CIVICO Y SOCIAL",49.5437605159038,45.5912163132174,3.95254420268633,2.20175071862585,0.178031866842186,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",41,"PARTIAL",16,"PARTIAL",69.78897,69.78897,5,2,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"CORDOBA",2011,104,"AR-X",14,165330,2011-08-07,NA,0,0,0,1,"JOSE MANUEL DE LA SOTA","DE LA SOTA","JOSE MANUEL",1949,"PREGNO","ALICIA MONICA","UNION POR CORDOBA","PJ",0,1,0,0,2011-12-10,2015-12-10,2015-12-10,"FRENTE CIVICO",42.5968668909392,29.5826874799575,13.0141794109817,3.10736087717126,-0.0395901155333136,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",70,"TOTAL",-88,".",37.29234,37.29234,18,9,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"CHACO",2011,106,"AR-H",22,99560.1,2011-09-18,NA,0,0,0,1,"JORGE CAPITANICH","CAPITANICH","JORGE",1964,"BACILEFF IVANOFF","JUAN CARLOS","FRENTE CHACO MERECE MAS","PJ",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"FRENTE DE TODOS",66.5933757068931,30.2280736396255,36.3653020672676,1.86878044668475,-0.412703948610092,NA,NA,NA,NA,1,"QUALIFIED PLURALITY",45,1,0,"winner in 1st round: if candidate (a) came first w/more than 45% of valid votes or (b) 40% + at least 10% more than nearest competitor. (CP1994, Art133)","UNICAMERAL",32,"PARTIAL",-88,".",65.23874,65.23874,7,3,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"CHUBUT",2011,107,"AR-U",26,221388.7,2011-03-20,NA,0,0,0,1,"MARTIN BUZZI","BUZZI","MARTIN",1967,"MAC KARTHY","GUSTAVO","JUSTICIALISTA","PJ",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"FRENTE PARA LA VICTORIA",40.4321979761319,40.275545537033,0.156652439098828,2.91761042909779,1.28235364503956,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",27,"TOTAL",-88,".",59.81528,59.81528,5,3,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"ENTRE RIOS",2011,108,"AR-E",30,78787.2,2011-10-23,NA,1,1,1,1,"SERGIO URRIBARRI","URRIBARRI","SERGIO",1958,"CACERES","JOSE ORLANDO","FRENTE JUSTICIALISTA PARA LA VICTORIA","FPV",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"FRENTE PROGRESISTA, CIVICO Y SOCIAL",55.9753113828272,18.8000565666764,37.1752548161507,2.60069331961449,-0.685226032016722,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",34,"TOTAL",17,"TOTAL",54.63038,54.63038,9,4,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"FORMOSA",2011,109,"AR-P",34,71639.5,2011-10-23,NA,1,1,0,1,"GILDO INSFRAN","INSFRAN","GILDO",1951,"BOGADO","FLORO","JUSTICIALISTA","PJ",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"UNION CIVICA RADICAL",75.2052356394512,24.1926341117291,51.0126015277222,1.60222856156336,-0.020573105436734,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",30,"PARTIAL",-88,".",79.27006,79.27006,5,3,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"JUJUY",2011,110,"AR-Y",38,53037.3,2011-10-23,NA,1,1,0,1,"EDUARDO FELLNER","FELLNER","EDUARDO",1954,"JENEFES","GUILLERMO","FRENTE PARA LA VICTORIA","FPV",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"UNION PARA EL DESARROLLO SOCIAL",57.5340153279989,25.8894628447956,31.6445524832034,2.43835243023575,-1.27608545899947,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",48,"PARTIAL",-88,".",64.43036,64.43036,6,3,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"LA PAMPA",2011,111,"AR-L",42,145133.2,2011-10-23,NA,1,1,0,1,"OSCAR MARIO JORGE","JORGE","OSCAR MARIO",1936,"DURANGO","NORMA HAYDEE","JUSTICIALISTA","PJ",0,1,0,0,2011-12-10,2015-12-10,2015-12-10,"FRENTE PAMPEANO CIVICO Y SOCIAL",46.0011685261963,31.285041741104,14.7161267850923,2.98556360034169,0.617724923452945,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",30,"TOTAL",-88,".",58.27181,58.27181,5,2,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"LA RIOJA",2011,112,"AR-F",46,90303,2011-05-29,NA,0,0,0,1,"LUIS BEDER HERRERA","BEDER HERRERA","LUIS",1941,"CASAS","SERGIO GUILLERMO","FRENTE JUSTICIALISTA PARA LA VICTORIA","PJ",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"FRENTE CIVICO POR EL CAMBIO",67.1130460340204,19.6364059419278,47.4766400920925,1.9957386078555,-1.221770445236,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",-99,"PARTIAL",-88,".",51.27846,51.27846,5,3,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"MENDOZA",2011,113,"AR-M",50,148651.9,2011-10-23,NA,1,1,1,1,"FRANCISCO PEREZ","PEREZ","FRANCISCO",1969,"CIURCA","CARLOS","FRENTE PARA LA VICTORIA","PJ",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"FRENTE CIVICO FEDERAL MENDOZA - CC/ARI - FEDERAL",42.7634200996264,34.5547537308204,8.20866636880594,3.03576564840832,-0.82092441463369,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",48,"PARTIAL",38,"PARTIAL",51.11969,51.11969,10,5,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"MISIONES",2011,114,"AR-N",54,29758.7,2011-06-26,NA,0,0,0,1,"MAURICE CLOSS","CLOSS","MAURICE",1971,"PASSALAQCUA","MARIO HUGO","FRENTE RENOVADOR DE LA CONCORDIA","FRC",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"TRABAJO Y PROGRESO",75.0745727184779,6.23548855207997,68.8390841663979,1.74014703296147,-2.06905550194362,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",40,"PARTIAL",-88,".",67.08368,67.08368,7,4,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"NEUQUEN",2011,115,"AR-Q",58,93396.4,2011-06-12,NA,0,0,0,1,"JORGE SAPAG","SAPAG","JORGE",1951,"PECHEN","ANA","MOVIMIENTO POPULAR NEUQUINO - MID","MPN",0,1,0,0,2011-12-10,2015-12-10,2015-12-10,"JUSTICIALISTA- UNE - UNION CIVICA RADICAL",48.8838652959434,37.0012738396397,11.8825914563037,2.61774610041267,-0.120869722290823,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",35,"TOTAL",-88,".",61.13165,61.13165,5,2,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"RIO NEGRO",2011,116,"AR-R",62,206174.8,2011-09-25,NA,0,0,0,1,"CARLOS SORIA","SORIA","CARLOS",1949,"WERETILNECK","ALBERTO","FRENTE PARA LA VICTORIA","PJ",0,0,1,1,2011-12-10,2012-01-01,2015-12-10,"CONCERTACION PARA EL DESARROLLO - PROVINCIAL RIONEGRINO - UNIDOS POR RIO NEGRO",51.0387421036799,37.6344254487115,13.4043166549684,2.46248157275562,-0.0721046100174894,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",46,"TOTAL",-88,".",68.06809,68.06809,5,3,6.003951693,10.12539816,6.003951693,9.465686275,10.78011543,9.465686275
"SALTA",2011,117,"AR-A",66,155702.8,2011-04-10,NA,0,0,1,1,"JUAN MANUEL URTUBEY","URTUBEY","JUAN MANUEL",1969,"COSTAS ZOTTOS","MIGUEL ANDRES","FRENTE JUSTICIALISTA RENOVADOR DE LA VICTORIA","PJ",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"FRENTE OLMEDO GOBERNADOR",59.5608515342197,25.1140415149295,34.4468100192902,2.34595098841041,-0.02827299347156,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",60,"PARTIAL",23,"PARTIAL",64.5487,64.5487,7,4,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"SAN JUAN",2011,118,"AR-J",70,89601.3,2011-10-23,NA,1,1,0,1,"JOSE LUIS GIOJA","GIOJA","JOSE LUIS",1949,"UÑAC","SERGIO","FRENTE PARA LA VICTORIA","FPV",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"UNION, PRODUCCION Y TRABAJO",68.1612586627609,20.3515227550356,47.8097359077253,1.9545639567726,-0.329538462003033,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",34,"TOTAL",-88,".",65.40519,65.40519,6,3,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"SAN LUIS",2011,119,"AR-D",74,77179.3,2011-08-14,NA,0,0,1,1,"CLAUDIO POGGI","POGGI","CLAUDIO",1963,"DIAZ","JORGE","COMPROMISO FEDERAL","PJ",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"FRENTE PARA LA VICTORIA",57.8086679436458,25.4632033082115,32.3454646354344,2.34189454062226,1.01767415453862,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",43,"PARTIAL",9,"PARTIAL",31.43344,31.43344,5,2,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
